,Well,Absorbance,Cell_Type,Dilution,GROUP ID
2202,E2,-0.079833333,Diseased,1e+06,
2203,E3,-0.079833333,Diseased,5e+05,
2204,E4,-0.079833333,Diseased,250000,
2205,E5,-0.079833333,Diseased,125000,
2206,E6,-0.079833333,Diseased,62500,
2207,E7,-0.079833333,Diseased,31250,
2208,E8,-0.079833333,Diseased,15625,
2209,E9,-0.079833333,Diseased,7812.5,
2210,E10,-0.079833333,Diseased,3906.25,
2211,F1,-0.079833333,Diseased,2e+06,
2212,F2,-0.079833333,Diseased,1e+06,
2213,F3,-0.079833333,Diseased,5e+05,
2214,F4,-0.079833333,Diseased,250000,
2215,F5,-0.079833333,Diseased,125000,
2216,F6,-0.079833333,Diseased,62500,
2217,F7,-0.079833333,Diseased,31250,
2218,F8,-0.079833333,Diseased,15625,
2219,F9,-0.079833333,Diseased,7812.5,
2220,F10,-0.079833333,Diseased,3906.25,
2221,A1,1.224666667,Healthy,2e+06,
2222,A2,0.485666667,Healthy,1e+06,
2223,A3,0.322666667,Healthy,5e+05,
2224,A4,0.186666667,Healthy,250000,
2225,A5,0.304666667,Healthy,125000,
2226,A6,0.214666667,Healthy,62500,
2227,A7,0.028666667,Healthy,31250,
2228,A8,0.042666667,Healthy,15625,
2229,A9,0.009666667,Healthy,7812.5,
2230,A10,-0.008333333,Healthy,3906.25,
2231,B1,1.587666667,Healthy,2e+06,
2232,B2,0.813666667,Healthy,1e+06,
2233,B3,0.274666667,Healthy,5e+05,
2234,B4,0.149666667,Healthy,250000,
2235,B5,0.241666667,Healthy,125000,
2236,B6,0.067666667,Healthy,62500,
2237,B7,0.015666667,Healthy,31250,
2238,B8,0.002666667,Healthy,15625,
2239,B9,-0.003333333,Healthy,7812.5,
2240,B10,-0.010333333,Healthy,3906.25,
2241,C1,2.069666667,Healthy,2e+06,
2242,C2,0.980666667,Healthy,1e+06,
2243,C3,0.326666667,Healthy,5e+05,
2244,C4,0.164666667,Healthy,250000,
2245,C5,0.207666667,Healthy,125000,
2246,C6,0.104666667,Healthy,62500,
2247,C7,-0.000333333,Healthy,31250,
2248,C8,-0.004333333,Healthy,15625,
2249,C9,-0.002333333,Healthy,7812.5,
2250,C10,-0.008333333,Healthy,3906.25,
2251,D1,0.739666667,Diseased,2e+06,
2252,D2,0.336666667,Diseased,1e+06,
2253,D3,0.046666667,Diseased,5e+05,
2254,D4,0.050666667,Diseased,250000,
2255,D5,0.149666667,Diseased,125000,
2256,D6,-0.010333333,Diseased,62500,
2257,D7,-0.046333333,Diseased,31250,
2258,D8,-0.057333333,Diseased,15625,
2259,D9,-0.096333333,Diseased,7812.5,
2260,D10,-0.097333333,Diseased,3906.25,
2261,E1,0.605666667,Diseased,2e+06,
2262,E2,0.194666667,Diseased,1e+06,
2263,E3,0.102666667,Diseased,5e+05,
2264,E4,0.122666667,Diseased,250000,
2265,E5,0.048666667,Diseased,125000,
2266,E6,-0.064333333,Diseased,62500,
2267,E7,-0.066333333,Diseased,31250,
2268,E8,-0.100333333,Diseased,15625,
2269,E9,-0.092333333,Diseased,7812.5,
2270,E10,-0.102333333,Diseased,3906.25,
2271,F1,0.714666667,Diseased,2e+06,
2272,F2,0.318666667,Diseased,1e+06,
2273,F3,0.148666667,Diseased,5e+05,
2274,F4,0.023666667,Diseased,250000,
2275,F5,-0.001333333,Diseased,125000,
2276,F6,-0.067333333,Diseased,62500,
2277,F7,-0.055333333,Diseased,31250,
2278,F8,-0.076333333,Diseased,15625,
2279,F9,-0.071333333,Diseased,7812.5,
2280,F10,-0.105333333,Diseased,3906.25,
2281,A1,1.369833333,Healthy,2e+06,
2282,A2,0.752833333,Healthy,1e+06,
2283,A3,0.702833333,Healthy,5e+05,
2284,A4,0.250833333,Healthy,250000,
2285,A5,0.103833333,Healthy,125000,
2286,A6,0.053833333,Healthy,62500,
2287,A7,0.028833333,Healthy,31250,
2288,A8,-0.003166667,Healthy,15625,
2289,A9,-0.007166667,Healthy,7812.5,
2290,A10,-0.012166667,Healthy,3906.25,
2291,B1,1.985833333,Healthy,2e+06,
2292,B2,2.557833333,Healthy,1e+06,
2293,B3,0.323833333,Healthy,5e+05,
2294,B4,0.356833333,Healthy,250000,
2295,B5,0.306833333,Healthy,125000,
2296,B6,0.115833333,Healthy,62500,
2297,B7,0.070833333,Healthy,31250,
2298,B8,0.036833333,Healthy,15625,
2299,B9,0.004833333,Healthy,7812.5,
2300,B10,-0.000166667,Healthy,3906.25,
2301,C1,3.325833333,Healthy,2e+06,
2302,C2,1.723833333,Healthy,1e+06,
2303,C3,0.605833333,Healthy,5e+05,
2304,C4,0.805833333,Healthy,250000,
2305,C5,0.206833333,Healthy,125000,
2306,C6,0.138833333,Healthy,62500,
2307,C7,0.131833333,Healthy,31250,
2308,C8,0.029833333,Healthy,15625,
2309,C9,0.005833333,Healthy,7812.5,
2310,C10,-0.004166667,Healthy,3906.25,
2311,D1,1.162833333,Diseased,2e+06,
2312,D2,0.734833333,Diseased,1e+06,
2313,D3,0.405833333,Diseased,5e+05,
2314,D4,0.138833333,Diseased,250000,
2315,D5,0.013833333,Diseased,125000,
2316,D6,-0.046166667,Diseased,62500,
2317,D7,-0.031166667,Diseased,31250,
2318,D8,-0.070166667,Diseased,15625,
2319,D9,-0.085166667,Diseased,7812.5,
2320,D10,-0.093166667,Diseased,3906.25,
2321,E1,0.915833333,Diseased,2e+06,
2322,E2,1.070833333,Diseased,1e+06,
2323,E3,0.268833333,Diseased,5e+05,
2324,E4,0.287833333,Diseased,250000,
2325,E5,0.026833333,Diseased,125000,
2326,E6,-0.020166667,Diseased,62500,
2327,E7,-0.050166667,Diseased,31250,
2328,E8,-0.086166667,Diseased,15625,
2329,E9,-0.091166667,Diseased,7812.5,
2330,E10,-0.085166667,Diseased,3906.25,
2331,F1,1.243833333,Diseased,2e+06,
2332,F2,0.530833333,Diseased,1e+06,
2333,F3,0.434833333,Diseased,5e+05,
2334,F4,0.430833333,Diseased,250000,
2335,F5,0.049833333,Diseased,125000,
2336,F6,-0.025166667,Diseased,62500,
2337,F7,-0.069166667,Diseased,31250,
2338,F8,-0.080166667,Diseased,15625,
2339,F9,-0.085166667,Diseased,7812.5,
2340,F10,-0.082166667,Diseased,3906.25,
2341,A1,0.57,Healthy,2e+06,
2342,A2,0.237,Healthy,1e+06,
2343,A3,0.257,Healthy,5e+05,
2344,A4,0.159,Healthy,250000,
2345,A5,0.061,Healthy,125000,
2346,A6,0.011,Healthy,62500,
2347,A7,-0.004,Healthy,31250,
2348,A8,-0.009,Healthy,15625,
2349,A9,-0.015,Healthy,7812.5,
2350,A10,-0.022,Healthy,3906.25,
2351,B1,1.066,Healthy,2e+06,
2352,B2,0.347,Healthy,1e+06,
2353,B3,0.094,Healthy,5e+05,
2354,B4,0.135,Healthy,250000,
2355,B5,0.037,Healthy,125000,
2356,B6,0.007,Healthy,62500,
2357,B7,-0.01,Healthy,31250,
2358,B8,-0.016,Healthy,15625,
2359,B9,-0.02,Healthy,7812.5,
2360,B10,-0.017,Healthy,3906.25,
2361,C1,1.578,Healthy,2e+06,
2362,C2,1.018,Healthy,1e+06,
2363,C3,0.34,Healthy,5e+05,
2364,C4,0.21,Healthy,250000,
2365,C5,0.083,Healthy,125000,
2366,C6,0.014,Healthy,62500,
2367,C7,-0.01,Healthy,31250,
2368,C8,-0.02,Healthy,15625,
2369,C9,-0.021,Healthy,7812.5,
2370,C10,-0.02,Healthy,3906.25,
2371,D1,0.886,Diseased,2e+06,
2372,D2,1.148,Diseased,1e+06,
2373,D3,0.545,Diseased,5e+05,
2374,D4,0.234,Diseased,250000,
2375,D5,0.026,Diseased,125000,
2376,D6,-0.043,Diseased,62500,
2377,D7,-0.05,Diseased,31250,
2378,D8,-0.087,Diseased,15625,
2379,D9,-0.083,Diseased,7812.5,
2380,D10,-0.092,Diseased,3906.25,
2381,E1,1.159,Diseased,2e+06,
2382,E2,0.978,Diseased,1e+06,
2383,E3,0.527,Diseased,5e+05,
2384,E4,0.281,Diseased,250000,
2385,E5,0.067,Diseased,125000,
2386,E6,-0.017,Diseased,62500,
2387,E7,-0.082,Diseased,31250,
2388,E8,-0.092,Diseased,15625,
2389,E9,-0.081,Diseased,7812.5,
2390,E10,-0.103,Diseased,3906.25,
2391,F1,1.276,Diseased,2e+06,
2392,F2,0.673,Diseased,1e+06,
2393,F3,0.481,Diseased,5e+05,
2394,F4,0.238,Diseased,250000,
2395,F5,0.042,Diseased,125000,
2396,F6,-0.034,Diseased,62500,
2397,F7,-0.059,Diseased,31250,
2398,F8,-0.075,Diseased,15625,
2399,F9,-0.094,Diseased,7812.5,
2400,F10,-0.092,Diseased,3906.25,
2401,A1,-0.104416667,Healthy,2e+06,
2402,A2,0.846583333,Healthy,1e+06,
2403,A3,0.457583333,Healthy,5e+05,
2404,A4,0.417583333,Healthy,250000,
2405,A5,0.165583333,Healthy,125000,
2406,A6,0.113583333,Healthy,62500,
2407,A7,0.052583333,Healthy,31250,
2408,A8,0.033583333,Healthy,15625,
2409,A9,0.035583333,Healthy,7812.5,
2410,A10,0.051583333,Healthy,3906.25,
2411,B1,-0.134416667,Healthy,2e+06,
2412,B2,0.530583333,Healthy,1e+06,
2413,B3,0.510583333,Healthy,5e+05,
2414,B4,0.496583333,Healthy,250000,
2415,B5,0.342583333,Healthy,125000,
2416,B6,0.103583333,Healthy,62500,
2417,B7,0.119583333,Healthy,31250,
2418,B8,0.040583333,Healthy,15625,
2419,B9,0.027583333,Healthy,7812.5,
2420,B10,0.000583333,Healthy,3906.25,
2421,C1,-0.135416667,Healthy,2e+06,
2422,C2,0.336583333,Healthy,1e+06,
2423,C3,0.533583333,Healthy,5e+05,
2424,C4,0.668583333,Healthy,250000,
2425,C5,0.354583333,Healthy,125000,
2426,C6,0.061583333,Healthy,62500,
2427,C7,0.034583333,Healthy,31250,
2428,C8,0.021583333,Healthy,15625,
2429,C9,0.024583333,Healthy,7812.5,
2430,C10,-0.000416667,Healthy,3906.25,
2431,D1,-0.153416667,Diseased,2e+06,
2432,D2,0.249583333,Diseased,1e+06,
2433,D3,0.143583333,Diseased,5e+05,
2434,D4,0.114583333,Diseased,250000,
2435,D5,0.007583333,Diseased,125000,
2436,D6,-0.062416667,Diseased,62500,
2437,D7,-0.076416667,Diseased,31250,
2438,D8,-0.060416667,Diseased,15625,
2439,D9,-0.066416667,Diseased,7812.5,
2440,D10,-0.084416667,Diseased,3906.25,
2441,E1,-0.150416667,Diseased,2e+06,
2442,E2,0.166583333,Diseased,1e+06,
2443,E3,0.192583333,Diseased,5e+05,
2444,E4,0.009583333,Diseased,250000,
2445,E5,0.025583333,Diseased,125000,
2446,E6,0.022583333,Diseased,62500,
2447,E7,-0.078416667,Diseased,31250,
2448,E8,-0.022416667,Diseased,15625,
2449,E9,-0.091416667,Diseased,7812.5,
2450,E10,-0.082416667,Diseased,3906.25,
2451,F1,-0.149416667,Diseased,2e+06,
2452,F2,0.057583333,Diseased,1e+06,
2453,F3,0.490583333,Diseased,5e+05,
2454,F4,0.067583333,Diseased,250000,
2455,F5,-0.038416667,Diseased,125000,
2456,F6,-0.040416667,Diseased,62500,
2457,F7,-0.069416667,Diseased,31250,
2458,F8,-0.044416667,Diseased,15625,
2459,F9,-0.083416667,Diseased,7812.5,
2460,F10,-0.095416667,Diseased,3906.25,
2461,A1,1.110583333,Healthy,2e+06,
2462,A2,1.243583333,Healthy,1e+06,
2463,A3,0.951583333,Healthy,5e+05,
2464,A4,0.729583333,Healthy,250000,
2465,A5,0.353583333,Healthy,125000,
2466,A6,0.096583333,Healthy,62500,
2467,A7,0.065583333,Healthy,31250,
2468,A8,0.046583333,Healthy,15625,
2469,A9,0.028583333,Healthy,7812.5,
2470,A10,0.025583333,Healthy,3906.25,
2471,B1,1.612583333,Healthy,2e+06,
2472,B2,0.216583333,Healthy,1e+06,
2473,B3,0.097583333,Healthy,5e+05,
2474,B4,0.251583333,Healthy,250000,
2475,B5,0.046583333,Healthy,125000,
2476,B6,0.480583333,Healthy,62500,
2477,B7,0.043583333,Healthy,31250,
2478,B8,0.042583333,Healthy,15625,
2479,B9,0.010583333,Healthy,7812.5,
2480,B10,0.014583333,Healthy,3906.25,
2481,C1,1.058583333,Healthy,2e+06,
2482,C2,0.626583333,Healthy,1e+06,
2483,C3,0.333583333,Healthy,5e+05,
2484,C4,0.200583333,Healthy,250000,
2485,C5,0.086583333,Healthy,125000,
2486,C6,0.078583333,Healthy,62500,
2487,C7,0.050583333,Healthy,31250,
2488,C8,0.022583333,Healthy,15625,
2489,C9,0.006583333,Healthy,7812.5,
2490,C10,0.013583333,Healthy,3906.25,
2491,D1,0.331583333,Diseased,2e+06,
2492,D2,0.407583333,Diseased,1e+06,
2493,D3,0.387583333,Diseased,5e+05,
2494,D4,0.356583333,Diseased,250000,
2495,D5,-0.022416667,Diseased,125000,
2496,D6,-0.021416667,Diseased,62500,
2497,D7,0.019583333,Diseased,31250,
2498,D8,-0.042416667,Diseased,15625,
2499,D9,-0.070416667,Diseased,7812.5,
2500,D10,-0.063416667,Diseased,3906.25,
2501,E1,0.097583333,Diseased,2e+06,
2502,E2,0.273583333,Diseased,1e+06,
2503,E3,0.247583333,Diseased,5e+05,
2504,E4,0.106583333,Diseased,250000,
2505,E5,-0.002416667,Diseased,125000,
2506,E6,-0.035416667,Diseased,62500,
2507,E7,-0.043416667,Diseased,31250,
2508,E8,-0.054416667,Diseased,15625,
2509,E9,-0.068416667,Diseased,7812.5,
2510,E10,-0.070416667,Diseased,3906.25,
2511,F1,0.812583333,Diseased,2e+06,
2512,F2,0.176583333,Diseased,1e+06,
2513,F3,0.141583333,Diseased,5e+05,
2514,F4,0.062583333,Diseased,250000,
2515,F5,-0.035416667,Diseased,125000,
2516,F6,0.037583333,Diseased,62500,
2517,F7,-0.034416667,Diseased,31250,
2518,F8,-0.058416667,Diseased,15625,
2519,F9,-0.052416667,Diseased,7812.5,
2520,F10,-0.059416667,Diseased,3906.25,
2521,A1,2.668083333,Healthy,2e+06,
2522,A2,1.148083333,Healthy,1e+06,
2523,A3,0.461083333,Healthy,5e+05,
2524,A4,0.195083333,Healthy,250000,
2525,A5,0.109083333,Healthy,125000,
2526,A6,0.096083333,Healthy,62500,
2527,A7,0.035083333,Healthy,31250,
2528,A8,0.016083333,Healthy,15625,
2529,A9,0.010083333,Healthy,7812.5,
2530,A10,0.001083333,Healthy,3906.25,
2531,B1,3.211083333,Healthy,2e+06,
2532,B2,1.837083333,Healthy,1e+06,
2533,B3,0.288083333,Healthy,5e+05,
2534,B4,0.147083333,Healthy,250000,
2535,B5,0.117083333,Healthy,125000,
2536,B6,0.066083333,Healthy,62500,
2537,B7,0.020083333,Healthy,31250,
2538,B8,0.015083333,Healthy,15625,
2539,B9,-0.000916667,Healthy,7812.5,
2540,B10,-0.001916667,Healthy,3906.25,
2541,C1,2.310083333,Healthy,2e+06,
2542,C2,1.564083333,Healthy,1e+06,
2543,C3,1.119083333,Healthy,5e+05,
2544,C4,0.548083333,Healthy,250000,
2545,C5,0.198083333,Healthy,125000,
2546,C6,0.140083333,Healthy,62500,
2547,C7,0.072083333,Healthy,31250,
2548,C8,0.025083333,Healthy,15625,
2549,C9,0.003083333,Healthy,7812.5,
2550,C10,-0.012916667,Healthy,3906.25,
2551,D1,1.133083333,Diseased,2e+06,
2552,D2,0.689083333,Diseased,1e+06,
2553,D3,0.251083333,Diseased,5e+05,
2554,D4,0.200083333,Diseased,250000,
2555,D5,-0.015916667,Diseased,125000,
2556,D6,-0.063916667,Diseased,62500,
2557,D7,-0.062916667,Diseased,31250,
2558,D8,-0.079916667,Diseased,15625,
2559,D9,-0.091916667,Diseased,7812.5,
2560,D10,-0.088916667,Diseased,3906.25,
2561,E1,1.252083333,Diseased,2e+06,
2562,E2,0.535083333,Diseased,1e+06,
2563,E3,0.195083333,Diseased,5e+05,
2564,E4,0.137083333,Diseased,250000,
2565,E5,-0.036916667,Diseased,125000,
2566,E6,-0.051916667,Diseased,62500,
2567,E7,-0.061916667,Diseased,31250,
2568,E8,-0.062916667,Diseased,15625,
2569,E9,-0.088916667,Diseased,7812.5,
2570,E10,-0.078916667,Diseased,3906.25,
2571,F1,0.883083333,Diseased,2e+06,
2572,F2,0.885083333,Diseased,1e+06,
2573,F3,0.478083333,Diseased,5e+05,
2574,F4,0.109083333,Diseased,250000,
2575,F5,0.007083333,Diseased,125000,
2576,F6,-0.031916667,Diseased,62500,
2577,F7,-0.069916667,Diseased,31250,
2578,F8,-0.076916667,Diseased,15625,
2579,F9,-0.086916667,Diseased,7812.5,
2580,F10,-0.090916667,Diseased,3906.25,
2581,A1,2.889416667,Healthy,2e+06,
2582,A2,0.333416667,Healthy,1e+06,
2583,A3,0.318416667,Healthy,5e+05,
2584,A4,0.198416667,Healthy,250000,
2585,A5,0.232416667,Healthy,125000,
2586,A6,0.076416667,Healthy,62500,
2587,A7,0.067416667,Healthy,31250,
2588,A8,0.003416667,Healthy,15625,
2589,A9,0.021416667,Healthy,7812.5,
2590,A10,0.017416667,Healthy,3906.25,
2591,B1,2.122416667,Healthy,2e+06,
2592,B2,0.327416667,Healthy,1e+06,
2593,B3,0.281416667,Healthy,5e+05,
2594,B4,0.352416667,Healthy,250000,
2595,B5,0.177416667,Healthy,125000,
2596,B6,0.061416667,Healthy,62500,
2597,B7,0.050416667,Healthy,31250,
2598,B8,0.003416667,Healthy,15625,
2599,B9,0.007416667,Healthy,7812.5,
2600,B10,0.009416667,Healthy,3906.25,
2601,C1,2.185416667,Healthy,2e+06,
2602,C2,0.455416667,Healthy,1e+06,
2603,C3,0.156416667,Healthy,5e+05,
2604,C4,0.124416667,Healthy,250000,
2605,C5,0.101416667,Healthy,125000,
2606,C6,0.071416667,Healthy,62500,
2607,C7,0.048416667,Healthy,31250,
2608,C8,-0.005583333,Healthy,15625,
2609,C9,-0.011583333,Healthy,7812.5,
2610,C10,0.006416667,Healthy,3906.25,
2611,D1,0.882416667,Diseased,2e+06,
2612,D2,0.911416667,Diseased,1e+06,
2613,D3,0.221416667,Diseased,5e+05,
2614,D4,0.238416667,Diseased,250000,
2615,D5,0.133416667,Diseased,125000,
2616,D6,0.014416667,Diseased,62500,
2617,D7,-0.036583333,Diseased,31250,
2618,D8,-0.047583333,Diseased,15625,
2619,D9,-0.067583333,Diseased,7812.5,
2620,D10,-0.090583333,Diseased,3906.25,
2621,E1,1.050416667,Diseased,2e+06,
2622,E2,0.490416667,Diseased,1e+06,
2623,E3,0.381416667,Diseased,5e+05,
2624,E4,0.328416667,Diseased,250000,
2625,E5,0.051416667,Diseased,125000,
2626,E6,-0.013583333,Diseased,62500,
2627,E7,-0.048583333,Diseased,31250,
2628,E8,-0.071583333,Diseased,15625,
2629,E9,-0.066583333,Diseased,7812.5,
2630,E10,-0.073583333,Diseased,3906.25,
2631,F1,0.677416667,Diseased,2e+06,
2632,F2,0.937416667,Diseased,1e+06,
2633,F3,0.377416667,Diseased,5e+05,
2634,F4,0.235416667,Diseased,250000,
2635,F5,0.058416667,Diseased,125000,
2636,F6,0.039416667,Diseased,62500,
2637,F7,-0.040583333,Diseased,31250,
2638,F8,-0.044583333,Diseased,15625,
2639,F9,-0.081583333,Diseased,7812.5,
2640,F10,-0.058583333,Diseased,3906.25,
2641,A1,0.950166667,Healthy,2e+06,
2642,A2,1.753166667,Healthy,1e+06,
2643,A3,0.400166667,Healthy,5e+05,
2644,A4,0.217166667,Healthy,250000,
2645,A5,0.132166667,Healthy,125000,
2646,A6,0.139166667,Healthy,62500,
2647,A7,-0.003833333,Healthy,31250,
2648,A8,-0.008833333,Healthy,15625,
2649,A9,-0.003833333,Healthy,7812.5,
2650,A10,-0.025833333,Healthy,3906.25,
2651,B1,2.515166667,Healthy,2e+06,
2652,B2,1.947166667,Healthy,1e+06,
2653,B3,1.159166667,Healthy,5e+05,
2654,B4,0.581166667,Healthy,250000,
2655,B5,0.092166667,Healthy,125000,
2656,B6,0.053166667,Healthy,62500,
2657,B7,0.018166667,Healthy,31250,
2658,B8,0.026166667,Healthy,15625,
2659,B9,-0.001833333,Healthy,7812.5,
2660,B10,-0.003833333,Healthy,3906.25,
2661,C1,1.459166667,Healthy,2e+06,
2662,C2,2.136166667,Healthy,1e+06,
2663,C3,0.654166667,Healthy,5e+05,
2664,C4,0.303166667,Healthy,250000,
2665,C5,0.100166667,Healthy,125000,
2666,C6,0.038166667,Healthy,62500,
2667,C7,0.001166667,Healthy,31250,
2668,C8,0.033166667,Healthy,15625,
2669,C9,-0.013833333,Healthy,7812.5,
2670,C10,-0.025833333,Healthy,3906.25,
2671,D1,0.896166667,Diseased,2e+06,
2672,D2,1.073166667,Diseased,1e+06,
2673,D3,0.341166667,Diseased,5e+05,
2674,D4,0.120166667,Diseased,250000,
2675,D5,0.113166667,Diseased,125000,
2676,D6,-0.011833333,Diseased,62500,
2677,D7,-0.085833333,Diseased,31250,
2678,D8,-0.084833333,Diseased,15625,
2679,D9,-0.066833333,Diseased,7812.5,
2680,D10,-0.085833333,Diseased,3906.25,
2681,E1,0.699166667,Diseased,2e+06,
2682,E2,0.786166667,Diseased,1e+06,
2683,E3,0.597166667,Diseased,5e+05,
2684,E4,0.045166667,Diseased,250000,
2685,E5,0.004166667,Diseased,125000,
2686,E6,-0.050833333,Diseased,62500,
2687,E7,-0.092833333,Diseased,31250,
2688,E8,-0.074833333,Diseased,15625,
2689,E9,-0.101833333,Diseased,7812.5,
2690,E10,-0.094833333,Diseased,3906.25,
2691,F1,0.758166667,Diseased,2e+06,
2692,F2,0.748166667,Diseased,1e+06,
2693,F3,0.119166667,Diseased,5e+05,
2694,F4,0.038166667,Diseased,250000,
2695,F5,-0.010833333,Diseased,125000,
2696,F6,-0.037833333,Diseased,62500,
2697,F7,-0.052833333,Diseased,31250,
2698,F8,-0.088833333,Diseased,15625,
2699,F9,-0.095833333,Diseased,7812.5,
2700,F10,-0.094833333,Diseased,3906.25,
2701,A1,0.8865,Healthy,2e+06,
2702,A2,0.2895,Healthy,1e+06,
2703,A3,0.0335,Healthy,5e+05,
2704,A4,0.0155,Healthy,250000,
2705,A5,-0.0125,Healthy,125000,
2706,A6,-0.0385,Healthy,62500,
2707,A7,-0.0435,Healthy,31250,
2708,A8,-0.0465,Healthy,15625,
2709,A9,-0.0555,Healthy,7812.5,
2710,A10,-0.0625,Healthy,3906.25,
2711,B1,1.7875,Healthy,2e+06,
2712,B2,1.1265,Healthy,1e+06,
2713,B3,0.2735,Healthy,5e+05,
2714,B4,0.1275,Healthy,250000,
2715,B5,0.0625,Healthy,125000,
2716,B6,0.0185,Healthy,62500,
2717,B7,-0.0085,Healthy,31250,
2718,B8,-0.0255,Healthy,15625,
2719,B9,-0.0365,Healthy,7812.5,
2720,B10,-0.0495,Healthy,3906.25,
2721,C1,3.2775,Healthy,2e+06,
2722,C2,1.0345,Healthy,1e+06,
2723,C3,0.5015,Healthy,5e+05,
2724,C4,0.3375,Healthy,250000,
2725,C5,0.0975,Healthy,125000,
2726,C6,0.2295,Healthy,62500,
2727,C7,0.1135,Healthy,31250,
2728,C8,-0.0095,Healthy,15625,
2729,C9,-0.0495,Healthy,7812.5,
2730,C10,-0.0305,Healthy,3906.25,
2731,D1,0.5555,Diseased,2e+06,
2732,D2,0.3735,Diseased,1e+06,
2733,D3,0.2355,Diseased,5e+05,
2734,D4,0.0335,Diseased,250000,
2735,D5,-0.0505,Diseased,125000,
2736,D6,-0.0825,Diseased,62500,
2737,D7,-0.1065,Diseased,31250,
2738,D8,-0.1025,Diseased,15625,
2739,D9,-0.1375,Diseased,7812.5,
2740,D10,-0.1255,Diseased,3906.25,
2741,E1,0.4025,Diseased,2e+06,
2742,E2,0.0105,Diseased,1e+06,
2743,E3,-0.0145,Diseased,5e+05,
2744,E4,-0.1075,Diseased,250000,
2745,E5,-0.1165,Diseased,125000,
2746,E6,-0.1135,Diseased,62500,
2747,E7,-0.1235,Diseased,31250,
2748,E8,-0.1275,Diseased,15625,
2749,E9,-0.1125,Diseased,7812.5,
2750,E10,-0.1325,Diseased,3906.25,
2751,F1,0.5785,Diseased,2e+06,
2752,F2,0.3805,Diseased,1e+06,
2753,F3,0.1245,Diseased,5e+05,
2754,F4,0.0045,Diseased,250000,
2755,F5,0.0615,Diseased,125000,
2756,F6,-0.0125,Diseased,62500,
2757,F7,-0.0575,Diseased,31250,
2758,F8,-0.1045,Diseased,15625,
2759,F9,-0.1195,Diseased,7812.5,
2760,F10,-0.1335,Diseased,3906.25,
